Review_ID,roberta_neg,roberta_neu,roberta_pos
0,0.004332862328737974,0.03411545231938362,0.9615517258644104
1,0.5172576308250427,0.4035119116306305,0.07923047989606857
2,0.006310403347015381,0.047344695776700974,0.9463448524475098
3,0.96413254737854,0.03212011978030205,0.003747285343706608
4,0.9091721773147583,0.08180481195449829,0.009023020043969154
5,0.8234253525733948,0.1593010574579239,0.0172735508531332
6,0.9770085215568542,0.020163288339972496,0.0028282608836889267
7,0.6322511434555054,0.27819082140922546,0.08955807983875275
8,0.8573824763298035,0.1251434087753296,0.017474137246608734
9,0.007177905645221472,0.05637969449162483,0.9364424347877502
10,0.9544886946678162,0.04163425788283348,0.003877120791003108
11,0.9099357724189758,0.08093898743391037,0.00912531092762947
12,0.9171693325042725,0.07470056414604187,0.008130056783556938
13,0.9147814512252808,0.07635114341974258,0.008867472410202026
14,0.8122467994689941,0.1703544706106186,0.017398711293935776
15,0.006558914668858051,0.17563992738723755,0.8178011775016785
16,0.7918333411216736,0.18826766312122345,0.019899018108844757
17,0.44596001505851746,0.3985222578048706,0.15551768243312836
18,0.011350138112902641,0.1357816904783249,0.8528681397438049
19,0.8490235209465027,0.13295182585716248,0.01802469789981842
20,0.9114691615104675,0.07989349216222763,0.008637388236820698
21,0.03046060912311077,0.23545421659946442,0.7340851426124573
22,0.001664141658693552,0.020881827920675278,0.9774540066719055
23,0.0021206310484558344,0.053601618856191635,0.944277822971344
24,0.002412064466625452,0.010948563925921917,0.9866393208503723
25,0.06572850793600082,0.3037984073162079,0.6304730772972107
26,0.8127386569976807,0.16309762001037598,0.024163777008652687
27,0.40921980142593384,0.43265873193740845,0.1581215262413025
28,0.5191721320152283,0.329121470451355,0.15170641243457794
29,0.3294388949871063,0.4252227544784546,0.24533838033676147
30,0.9222252368927002,0.07160473614931107,0.006169991102069616
31,0.04423629492521286,0.3432184159755707,0.6125453114509583
32,0.003916532266885042,0.05963683873414993,0.9364466071128845
33,0.005650374572724104,0.05381108820438385,0.9405385851860046
34,0.11906801909208298,0.42664745450019836,0.4542844593524933
35,0.7765432596206665,0.1934739202260971,0.029982810840010643
36,0.5593267679214478,0.3231891691684723,0.11748403310775757
37,0.6747903227806091,0.26750263571739197,0.05770701542496681
38,0.002437241841107607,0.025819070637226105,0.971743643283844
39,0.6495451331138611,0.2930680513381958,0.05738678202033043
40,0.017127608880400658,0.1738063097000122,0.8090660572052002
41,0.0018081478774547577,0.018871519714593887,0.9793202877044678
42,0.03913835063576698,0.46927815675735474,0.4915834963321686
43,0.0019460850162431598,0.04044933244585991,0.9576045274734497
44,0.0015506392810493708,0.03416610509157181,0.964283287525177
45,0.0040526194497942924,0.07969843596220016,0.9162489175796509
46,0.5138388276100159,0.3887454867362976,0.09741567075252533
47,0.002224945230409503,0.011054445058107376,0.9867205619812012
48,0.0774642825126648,0.23190540075302124,0.690630316734314
49,0.00160574063193053,0.022643372416496277,0.9757508635520935
50,0.0028508640825748444,0.02049001306295395,0.9766591191291809
51,0.0021191705018281937,0.03131740167737007,0.9665634632110596
52,0.0013224155409261584,0.01262731198221445,0.9860503077507019
53,0.0012852532090619206,0.01996460184454918,0.9787501096725464
54,0.0019978685304522514,0.020712748169898987,0.9772893190383911
55,0.014576904475688934,0.17032542824745178,0.8150976896286011
56,0.33835336565971375,0.43658530712127686,0.22506137192249298
57,0.024464286863803864,0.12651531398296356,0.8490204215049744
58,0.5682740211486816,0.3189188838005066,0.11280710250139236
59,0.628480076789856,0.31948596239089966,0.05203397572040558
60,0.31307253241539,0.47811761498451233,0.20880988240242004
61,0.02808205597102642,0.13572648167610168,0.8361915349960327
62,0.0033786636777222157,0.03809494152665138,0.9585263729095459
63,0.026739465072751045,0.2218422144651413,0.7514183521270752
64,0.003112450009211898,0.040916092693805695,0.9559714198112488
65,0.002258259104564786,0.03233642503619194,0.9654053449630737
66,0.0066496278159320354,0.08267181366682053,0.9106785655021667
67,0.0052216313779354095,0.05421740561723709,0.9405609369277954
68,0.0757036879658699,0.3120734393596649,0.6122228503227234
69,0.7856229543685913,0.1783459186553955,0.036031026393175125
70,0.04835343733429909,0.21704965829849243,0.7345969676971436
71,0.00257407920435071,0.04543285816907883,0.9519931077957153
72,0.6929275393486023,0.27040112018585205,0.03667135536670685
73,0.03859167918562889,0.171065092086792,0.7903432250022888
74,0.014165127649903297,0.13426198065280914,0.8515729308128357
75,0.011123035103082657,0.06129677966237068,0.9275802373886108
76,0.11280618607997894,0.538206934928894,0.3489868938922882
94,0.8555232286453247,0.12893244624137878,0.015544326044619083
95,0.6237301826477051,0.34109941124916077,0.03517041727900505
96,0.8584083914756775,0.12887252867221832,0.012719179503619671
97,0.7481011152267456,0.22227367758750916,0.02962515689432621
98,0.9780503511428833,0.01920914649963379,0.002740511205047369
99,0.28250932693481445,0.5123293399810791,0.20516130328178406
100,0.9157791137695312,0.07805142551660538,0.006169526372104883
101,0.0037304633297026157,0.03544717654585838,0.9608224034309387
102,0.013349880464375019,0.08705729991197586,0.8995928764343262
103,0.8935231566429138,0.09632804989814758,0.010148758068680763
104,0.89476478099823,0.09241704642772675,0.012818172574043274
105,0.028274400159716606,0.3947449326515198,0.576980710029602
106,0.8938510417938232,0.09912261366844177,0.007026359438896179
107,0.9360350966453552,0.05833469703793526,0.005630158819258213
108,0.003873540321364999,0.035121019929647446,0.961005449295044
109,0.06325595825910568,0.3244210481643677,0.612322986125946
110,0.8685833811759949,0.12260368466377258,0.008813019841909409
111,0.5523773431777954,0.4015556871891022,0.04606696218252182
112,0.05454430729150772,0.38771215081214905,0.5577435493469238
113,0.0015215477906167507,0.011066710576415062,0.9874117374420166
114,0.010485119186341763,0.0999886691570282,0.8895262479782104
115,0.21672981977462769,0.47852623462677,0.3047439455986023
116,0.2534438669681549,0.46722468733787537,0.27933138608932495
117,0.5602150559425354,0.33403605222702026,0.10574891418218613
118,0.002594880061224103,0.03564839065074921,0.9617567658424377
119,0.007676017936319113,0.035973429679870605,0.956350564956665
120,0.3927408754825592,0.43452194333076477,0.1727372109889984
121,0.9529885053634644,0.04220542684197426,0.004806055221706629
122,0.030425209552049637,0.14517371356487274,0.8244010806083679
123,0.4790882468223572,0.46249064803123474,0.05842113494873047
124,0.8346757292747498,0.1502505987882614,0.01507364772260189
125,0.9807671308517456,0.017127113416790962,0.0021058041602373123
126,0.28087782859802246,0.40438926219940186,0.3147329092025757
127,0.45840051770210266,0.5002337694168091,0.041365787386894226
128,0.9672989249229431,0.029488898813724518,0.0032121450640261173
129,0.5512463450431824,0.35856837034225464,0.0901852548122406
130,0.025782011449337006,0.1638292670249939,0.8103887438774109
131,0.6216890811920166,0.30211177468299866,0.07619912922382355
132,0.9610666632652283,0.035335320979356766,0.003598017618060112
133,0.0027928007766604424,0.00978565402328968,0.9874215126037598
134,0.9639037847518921,0.032719630748033524,0.0033764916006475687
135,0.8984972238540649,0.0896385982632637,0.0118641909211874
136,0.8775482177734375,0.10885342955589294,0.013598433695733547
137,0.7820554971694946,0.19615688920021057,0.02178763598203659
138,0.7317977547645569,0.24642039835453033,0.02178184688091278
139,0.7907795906066895,0.1944771707057953,0.014743305742740631
140,0.040462058037519455,0.19305120408535004,0.7664867639541626
141,0.0014856242341920733,0.009787403978407383,0.9887269735336304
142,0.7259629368782043,0.24596482515335083,0.028072182089090347
143,0.25223034620285034,0.6263177990913391,0.12145179510116577
144,0.08017142117023468,0.2199823260307312,0.6998462677001953
145,0.6725454330444336,0.2911325693130493,0.03632207587361336
146,0.3112008273601532,0.6107343435287476,0.07806481420993805
147,0.017393330112099648,0.06833018362522125,0.9142765402793884
148,0.9482430815696716,0.04618803411722183,0.005568832624703646
149,0.0019927755929529667,0.030110009014606476,0.9678971767425537
150,0.9182013869285583,0.07454759627580643,0.007251097820699215
151,0.9336857199668884,0.05952843278646469,0.006785844452679157
152,0.8976742625236511,0.09344224631786346,0.008883555419743061
153,0.9670656323432922,0.029435260221362114,0.0034990706481039524
154,0.43531545996665955,0.38757577538490295,0.1771087795495987
155,0.28273501992225647,0.4302414059638977,0.2870236039161682
156,0.8486868739128113,0.13390417397022247,0.017408957704901695
157,0.7643213272094727,0.20508359372615814,0.030595047399401665
